Fiscal Year,Month,Region,Affiliate,Channel,Sub-Channel,Brand,Sub-Brand,Gender,Category,FX Type,Net Revenue,Units Sold,Inventory
2018,December,Americas,Brazil,Wholesale,Franchise,Signature,,Womens,No Product Category,2021 Actual Rate,192162.00,8007.00,8887.00
2018,December,Americas,Brazil,DTC,Ecomm,Dockers,,Mens,Bottoms,FCST7 Rate,196711.00,7025.00,8009.00
2018,December,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,186589.00,7775.00,9329.00
2018,December,Americas,Brazil,Wholesale,Licensing,Dockers,,Womens,Footwear,FCST4 Rate,160641.00,6984.00,8661.00
2018,December,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,154365.00,6712.00,7383.00
2018,December,Americas,Brazil,DTC,Concessionaire,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,174497.00,6017.00,6378.00
2018,December,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,173708.00,5990.00,6948.00
2018,December,Americas,Brazil,DTC,Ecomm,Denizen,,Womens,Bottoms,2021 Actual Rate,186183.00,8095.00,9390.00
2018,December,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST7 Rate,157180.00,7145.00,7716.00
2018,December,Americas,Brazil,Wholesale,Franchise,Signature,,Womens,Bottoms,2021 Actual Rate,188142.00,7236.00,8394.00
2018,December,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,188166.00,7237.00,8902.00
2018,December,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,185868.00,10933.00,12355.00
2018,December,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,156496.00,6019.00,6741.00
2018,December,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,155438.00,5978.00,6516.00
2018,December,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,181494.00,6981.00,7469.00
2018,December,Americas,Brazil,DTC,Concessionaire,Dockers,,Mens,Footwear,2021 Actual Rate,178481.00,6610.00,7271.00
2018,December,Americas,Brazil,Wholesale,Licensing,Levis,Levis Mens,Mens,No Product Category,FCST4 Rate,185769.00,6880.00,7912.00
2018,December,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,FCST10 Rate,177696.00,6834.00,8406.00
2018,December,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,175347.00,6494.00,7339.00
2018,December,Americas,Brazil,Wholesale,Franchise,Denizen,,Mens,Accessories,2021 Actual Rate,156023.00,6241.00,6678.00
2018,December,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,193758.00,7452.00,8421.00
2018,November,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,195120.00,8130.00,10000.00
2018,November,Americas,Brazil,DTC,Concessionaire,Levis,Levis Mens,Mens,Footwear,2021 Actual Rate,164617.00,7157.00,8660.00
2018,November,Americas,Brazil,Wholesale,Franchise,Dockers,,Womens,Bottoms,FCST10 Rate,172291.00,7491.00,8764.00
2018,November,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,168250.00,9347.00,10469.00
2018,November,Americas,Brazil,DTC,Ecomm,Denizen,,Womens,Bottoms,2021 Actual Rate,191003.00,10053.00,12264.00
2018,November,Americas,Brazil,DTC,Ecomm,Signature,,Womens,Footwear,FCST4 Rate,170152.00,7734.00,9436.00
2018,November,Americas,Brazil,DTC,Outlet,Denizen,,Womens,Footwear,2021 Actual Rate,197743.00,6819.00,7432.00
2018,November,Americas,Brazil,DTC,Ecomm,Dockers,,Womens,Bottoms,2021 Actual Rate,194431.00,6481.00,6870.00
2018,November,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,165235.00,7868.00,8813.00
2018,November,Americas,Brazil,Wholesale,Licensing,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,152857.00,5271.00,6272.00
2018,November,Americas,Brazil,DTC,Concessionaire,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,172145.00,10126.00,12455.00
2018,November,Americas,Brazil,Wholesale,Franchise,Denizen,,Womens,Footwear,2021 Actual Rate,172583.00,8629.00,10441.00
2018,November,Americas,Brazil,Wholesale,Franchise,Dockers,,Womens,Footwear,2021 Actual Rate,194291.00,9252.00,11287.00
2018,November,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,153478.00,6976.00,8232.00
2018,November,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Footwear,FCST7 Rate,193498.00,10750.00,12040.00
2018,November,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,189150.00,7006.00,7986.00
2018,November,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Footwear,2021 Actual Rate,162776.00,5426.00,5806.00
2018,November,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,177416.00,5914.00,6387.00
2018,November,Americas,Brazil,DTC,Outlet,Denizen,,Womens,Bottoms,2021 Actual Rate,154413.00,6714.00,7452.00
2018,November,Americas,Brazil,Wholesale,Franchise,Denizen,,Womens,No Product Category,FCST10 Rate,165263.00,9181.00,9824.00
2018,November,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,161079.00,5554.00,6499.00
2018,November,Americas,Brazil,Wholesale,Franchise,Dockers,,Mens,Bottoms,2021 Actual Rate,197621.00,10979.00,12626.00
2018,November,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,167427.00,8371.00,9041.00
2018,November,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,158495.00,5661.00,6906.00
2018,November,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,172556.00,10150.00,10759.00
2018,November,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,Footwear,FCST10 Rate,195255.00,7510.00,9087.00
2018,November,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,164586.00,5486.00,6474.00
2018,October,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Bottoms,2021 Actual Rate,198902.00,10469.00,12143.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,178844.00,7452.00,8122.00
2018,October,Americas,Brazil,DTC,Ecomm,Signature,,Mens,Tops,FCST4 Rate,199302.00,7382.00,7972.00
2018,October,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Mens,Mens,Tops,FCST4 Rate,159415.00,5314.00,6005.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,190775.00,9539.00,10397.00
2018,October,Americas,Brazil,DTC,Outlet,Dockers,,Mens,Bottoms,2021 Actual Rate,180271.00,10015.00,11317.00
2018,October,Americas,Brazil,DTC,Ecomm,Denizen,,Mens,Bottoms,FCST7 Rate,165283.00,6887.00,8402.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,177824.00,10460.00,11925.00
2018,October,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,No Product Category,2021 Actual Rate,178712.00,6874.00,7836.00
2018,October,Americas,Brazil,DTC,Commissionaire,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,157749.00,5440.00,6800.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,174514.00,8726.00,10645.00
2018,October,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,165675.00,6372.00,6946.00
2018,October,Americas,Brazil,Wholesale,Franchise,Denizen,,Mens,Bottoms,2021 Actual Rate,160683.00,7304.00,8034.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST4 Rate,156894.00,8258.00,10157.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,171296.00,10076.00,12091.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,195795.00,10305.00,12160.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,178119.00,8482.00,9584.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,167707.00,7292.00,9042.00
2018,October,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST10 Rate,199950.00,9089.00,10452.00
2018,October,Americas,Brazil,DTC,Ecomm,Dockers,,Mens,Bottoms,2021 Actual Rate,153311.00,9018.00,10642.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,FCST4 Rate,192589.00,7407.00,7852.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,FCST4 Rate,155197.00,7760.00,9389.00
2018,October,Americas,Brazil,Wholesale,Franchise,Denizen,,Womens,Accessories,2021 Actual Rate,199773.00,7135.00,7777.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,164098.00,6311.00,6816.00
2018,October,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,151759.00,5837.00,6654.00
2018,October,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,FCST7 Rate,198498.00,9925.00,10719.00
2018,October,Americas,Brazil,DTC,Ecomm,Denizen,,Mens,Bottoms,FCST10 Rate,176803.00,6097.00,6523.00
2018,September,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,151847.00,6602.00,6998.00
2018,September,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST4 Rate,172250.00,7489.00,8987.00
2018,September,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST7 Rate,158680.00,8352.00,9270.00
2018,September,Americas,Brazil,DTC,Concessionaire,Dockers,,Womens,Bottoms,FCST10 Rate,150761.00,7538.00,8292.00
2018,September,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Footwear,2021 Actual Rate,150736.00,7178.00,8255.00
2018,September,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,FCST7 Rate,173867.00,6210.00,6706.00
2018,September,Americas,Brazil,Wholesale,Licensing,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,156417.00,6517.00,8016.00
2018,September,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,183330.00,8333.00,9000.00
2018,September,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,186110.00,6418.00,6995.00
2018,September,Americas,Brazil,DTC,Outlet,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,157437.00,5831.00,6356.00
2018,September,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,152359.00,7618.00,9065.00
2018,September,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Bottoms,2021 Actual Rate,158732.00,6349.00,7746.00
2018,September,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,198815.00,7101.00,7598.00
2018,September,Americas,Brazil,Wholesale,Franchise,Dockers,,Womens,Tops,2021 Actual Rate,176231.00,8392.00,9735.00
2018,September,Americas,Brazil,DTC,Ecomm,Signature,,Mens,Accessories,2021 Actual Rate,190622.00,7332.00,9091.00
2018,September,Americas,Brazil,DTC,Ecomm,Dockers,,Womens,Footwear,2021 Actual Rate,156871.00,7131.00,8842.00
2018,September,Americas,Brazil,Wholesale,Licensing,Levis,Levis Mens,Mens,Footwear,FCST4 Rate,158649.00,7932.00,9519.00
2018,September,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,167208.00,5972.00,6270.00
2018,September,Americas,Brazil,DTC,Concessionaire,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,181465.00,6721.00,7259.00
2018,September,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,160276.00,5527.00,6522.00
2018,September,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Footwear,2021 Actual Rate,199138.00,9957.00,11650.00
2018,September,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,180848.00,6956.00,8069.00
2018,September,Americas,Brazil,Wholesale,Franchise,Denizen,,Mens,Bottoms,FCST4 Rate,171763.00,6606.00,7597.00
2018,September,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,151740.00,7226.00,8310.00
2018,September,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,178847.00,8129.00,9593.00
2018,September,Americas,Brazil,Wholesale,Licensing,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,168417.00,6478.00,7579.00
2018,September,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,163050.00,9591.00,11222.00
2018,August,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,176350.00,6531.00,7119.00
2018,August,Americas,Brazil,DTC,Concessionaire,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,170185.00,7091.00,8297.00
2018,August,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Footwear,2021 Actual Rate,176094.00,7337.00,8218.00
2018,August,Americas,Brazil,DTC,Concessionaire,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,158257.00,6594.00,7188.00
2018,August,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,189755.00,7028.00,8152.00
2018,August,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,150755.00,6853.00,7469.00
2018,August,Americas,Brazil,DTC,Outlet,Dockers,,Mens,Tops,2021 Actual Rate,184821.00,8801.00,10561.00
2018,August,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,197366.00,10388.00,12569.00
2018,August,Americas,Brazil,DTC,Ecomm,Signature,,Mens,No Product Category,FCST10 Rate,192142.00,8006.00,8566.00
2018,August,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Bottoms,FCST4 Rate,169502.00,8921.00,10705.00
2018,August,Americas,Brazil,DTC,Outlet,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,178045.00,6359.00,6804.00
2018,August,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,194158.00,7468.00,8289.00
2018,August,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Footwear,2021 Actual Rate,186268.00,6899.00,7727.00
2018,August,Americas,Brazil,Wholesale,Licensing,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,152689.00,5873.00,7223.00
2018,August,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Tops,2021 Actual Rate,151432.00,7970.00,9006.00
2018,August,Americas,Brazil,Wholesale,Licensing,Denizen,,Womens,Bottoms,FCST7 Rate,151993.00,5629.00,6755.00
2018,August,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,184156.00,10833.00,11699.00
2018,August,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,187108.00,8910.00,10603.00
2018,August,Americas,Brazil,Wholesale,Licensing,Dockers,,Mens,Tops,2021 Actual Rate,197921.00,6825.00,8531.00
2018,August,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,168145.00,6726.00,8004.00
2018,August,Americas,Brazil,DTC,Commissionaire,Levis,Levis Womens,Womens,Tops,FCST7 Rate,194217.00,6474.00,7704.00
2018,August,Americas,Brazil,Wholesale,Licensing,Denizen,,Womens,Bottoms,2021 Actual Rate,151633.00,5616.00,5897.00
2018,August,Americas,Brazil,Wholesale,Franchise,Dockers,,Mens,Bottoms,2021 Actual Rate,198871.00,8647.00,9165.00
2018,August,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,171840.00,7811.00,8280.00
2018,August,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,160789.00,8463.00,10324.00
2018,August,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST4 Rate,164506.00,8225.00,9541.00
2018,August,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,159674.00,6387.00,7537.00
2018,July,Americas,Brazil,Wholesale,Franchise,Dockers,,Mens,Bottoms,2021 Actual Rate,182101.00,8277.00,9188.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,180015.00,6207.00,7201.00
2018,July,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,179465.00,6903.00,7386.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,175607.00,9242.00,10536.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,158216.00,7534.00,9116.00
2018,July,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Tops,2021 Actual Rate,177682.00,10452.00,11079.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,166059.00,9226.00,9779.00
2018,July,Americas,Brazil,DTC,Concessionaire,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,154165.00,5506.00,6167.00
2018,July,Americas,Brazil,Wholesale,Licensing,Denizen,,Womens,Tops,2021 Actual Rate,155313.00,5752.00,6213.00
2018,July,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,FCST10 Rate,188619.00,7255.00,8705.00
2018,July,Americas,Brazil,DTC,Ecomm,Signature,,Mens,Accessories,FCST4 Rate,192412.00,10690.00,11652.00
2018,July,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,183450.00,7338.00,8732.00
2018,July,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,157785.00,7514.00,9016.00
2018,July,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,194115.00,9244.00,11554.00
2018,July,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Tops,2021 Actual Rate,178542.00,5951.00,7142.00
2018,July,Americas,Brazil,DTC,Ecomm,Signature,,Womens,No Product Category,2021 Actual Rate,187582.00,6699.00,7235.00
2018,July,Americas,Brazil,Wholesale,Franchise,Dockers,,Mens,Footwear,2021 Actual Rate,150821.00,7182.00,8187.00
2018,July,Americas,Brazil,Wholesale,Franchise,Dockers,,Womens,Bottoms,2021 Actual Rate,163211.00,7096.00,7522.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,191208.00,8313.00,8895.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,165798.00,6632.00,8025.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,194147.00,6934.00,7558.00
2018,July,Americas,Brazil,DTC,Ecomm,Dockers,,Womens,Bottoms,2021 Actual Rate,151791.00,7989.00,8628.00
2018,July,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST10 Rate,159130.00,8841.00,9636.00
2018,July,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST4 Rate,162336.00,8544.00,9655.00
2018,July,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Accessories,FCST7 Rate,196384.00,8538.00,9648.00
2018,July,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,175114.00,5837.00,6713.00
2018,July,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST4 Rate,170974.00,8142.00,9363.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST4 Rate,165298.00,7514.00,8265.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,159236.00,7583.00,8796.00
2018,June,Americas,Brazil,Wholesale,Licensing,Denizen,,Mens,Footwear,FCST4 Rate,193873.00,6924.00,7893.00
2018,June,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,182939.00,10163.00,12399.00
2018,June,Americas,Brazil,Wholesale,Franchise,Signature,,Mens,Bottoms,2021 Actual Rate,150762.00,7538.00,8367.00
2018,June,Americas,Brazil,Wholesale,Franchise,Signature,,Womens,Tops,2021 Actual Rate,195522.00,7242.00,8617.00
2018,June,Americas,Brazil,Wholesale,Franchise,Denizen,,Mens,No Product Category,2021 Actual Rate,199413.00,9064.00,10877.00
2018,June,Americas,Brazil,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,196678.00,7565.00,8018.00
2018,June,Americas,Brazil,DTC,Mainline,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,154056.00,5312.00,6162.00
2018,June,Americas,Brazil,DTC,Ecomm,Signature,,Mens,Bottoms,FCST7 Rate,164392.00,6089.00,6576.00
2018,June,Americas,Brazil,DTC,Commissionaire,Dockers,,Mens,No Product Category,2021 Actual Rate,168081.00,8404.00,9833.00
2018,June,Americas,Brazil,Wholesale,Licensing,Denizen,,Mens,Tops,FCST10 Rate,186313.00,8101.00,8830.00
2018,June,Americas,Brazil,DTC,Commissionaire,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,151497.00,6312.00,7575.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,183397.00,10788.00,13054.00
2018,June,Americas,Brazil,DTC,Outlet,Levis,Levis Womens,Womens,No Product Category,FCST4 Rate,195629.00,9781.00,11151.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,158157.00,8324.00,9406.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST10 Rate,188587.00,6286.00,7041.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,189619.00,9029.00,9842.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,152728.00,8485.00,9927.00
2018,June,Americas,Brazil,DTC,Mainline,Signature,,Mens,Tops,FCST10 Rate,173852.00,5995.00,6654.00
2018,June,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,163680.00,7117.00,7971.00
2018,June,Americas,Brazil,DTC,Concessionaire,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,168809.00,7034.00,7596.00
2018,June,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,183837.00,9192.00,10754.00
2018,June,Americas,Brazil,DTC,Outlet,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,184849.00,8402.00,9999.00
2018,June,Americas,Brazil,Wholesale,Franchise,Dockers,,Womens,Bottoms,FCST10 Rate,191701.00,7668.00,9355.00
2018,June,Americas,Brazil,Wholesale,Franchise,Dockers,,Womens,Bottoms,2021 Actual Rate,167751.00,5785.00,6537.00
2018,June,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,168695.00,7335.00,8801.00
2018,May,Americas,Brazil,DTC,Outlet,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,195195.00,7808.00,9135.00
2018,May,Americas,Brazil,Wholesale,Licensing,Levis,Levis Womens,Womens,Tops,FCST10 Rate,196577.00,8191.00,9337.00
2018,May,Americas,Brazil,DTC,Commissionaire,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,184029.00,7078.00,8706.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,185458.00,9761.00,10249.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,172218.00,6378.00,7080.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,178786.00,6385.00,7471.00
2018,May,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,FCST4 Rate,164645.00,7840.00,9330.00
2018,May,Americas,Brazil,Wholesale,Wholesale,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,165765.00,6376.00,7778.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,196888.00,10363.00,12228.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,189656.00,10536.00,12012.00
2018,May,Americas,Brazil,Wholesale,Franchise,Denizen,,Womens,Bottoms,FCST7 Rate,150463.00,7919.00,9345.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,156939.00,8260.00,9995.00
2018,May,Americas,Brazil,DTC,Commissionaire,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,170829.00,7118.00,8257.00
2018,May,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST7 Rate,161740.00,7032.00,7946.00
2018,May,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,189855.00,6781.00,7933.00
2018,May,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST7 Rate,189100.00,9455.00,10211.00
2018,May,Americas,Brazil,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,163406.00,6285.00,7165.00
2018,May,Americas,Brazil,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,179204.00,7467.00,9035.00
2018,May,Americas,Brazil,DTC,Ecomm,Signature,,Womens,Tops,2021 Actual Rate,162782.00,5613.00,6006.00
2018,May,Americas,Brazil,DTC,Ecomm,Denizen,,Womens,Tops,2021 Actual Rate,190543.00,11208.00,13898.00
2018,May,Americas,Brazil,DTC,Concessionaire,Dockers,,Mens,Tops,FCST4 Rate,166721.00,5557.00,6947.00
